Transaction_ID,Transaction_Date,Year,Month,City,Country,Postal_Code,Neighborhood,Property_Type,Property_Status,Condition,Year_Built,Area_Sqm,Rooms,Bedrooms,Bathrooms,Price_EUR,Monthly_Rent_EUR,Annual_Rental_Yield_Pct,Price_Per_Sqm_EUR,GDP_Growth_Pct,Inflation_Rate_Pct,Interest_Rate_Pct,Unemployment_Rate_Pct,Consumer_Confidence,Construction_Permits,New_Constructions,Demand_Score,Supply_Score,Market_Balance,Is_Hotspot,Internet_Type,Has_Parking,Has_Elevator,Public_Transport,Schools_Nearby,Shops_Nearby
RE000639,2022-09-10,2022,9,Edinburgh,UK,46047,Ouest,Penthouse,Vendu,Neuf,1932,257,3,2,1,2539000,0,0.0,9879.38,4.6,0.8,2.8,3.2,100,5629,1996,93,70,Demande > Offre,Oui,Sans fil,Non,Oui,Loin (plus 15 min),Oui,Oui
RE000640,2021-06-11,2021,6,Sheffield,UK,12355,Centre,Studio,Loue,A renover,1946,34,1,1,1,67000,200,3.6,1970.59,4.1,0.7,1.8,7.1,70,3587,868,52,47,Demande > Offre,Non,ADSL,Non,Non,Proche (moins 5 min),Non,Oui
RE000641,2024-11-21,2024,11,Sydney,Australia,24257,Quartier d'affaires,Bureau,En construction,Tres bon etat,1982,484,9,0,1,2446000,0,0.0,5053.72,-0.2,6.1,1.2,5.2,85,181,4373,87,44,Demande > Offre,Oui,ADSL,Non,Non,Proche (moins 5 min),Non,Oui
RE000642,2024-07-26,2024,7,Marseille,France,37782,Sud,Penthouse,Loue,Bon etat,1913,307,3,2,1,2743000,7050,3.1,8934.85,3.8,4.3,6.0,8.2,54,4840,2390,53,22,Demande > Offre,Non,Sans fil,Non,Oui,Moyen (5-15 min),Non,Non
RE000643,2023-04-29,2023,4,Tokyo,Japan,94115,Quartier d'affaires,Maison,En construction,Bon etat,1968,347,5,4,2,1944000,0,0.0,5602.31,-0.3,3.0,1.5,3.2,82,5172,4715,54,42,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE000644,2021-08-01,2021,8,Sheffield,UK,62980,Centre,Duplex,Loue,Ancien,2026,398,8,7,1,1092000,5650,6.2,2743.72,1.2,3.6,5.5,8.8,61,3637,2585,59,86,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Oui
RE000645,2025-10-31,2025,10,Bordeaux,France,96148,Centre,Loft,A vendre,A renover,2022,1895,1,1,1,5621000,0,0.0,2966.23,2.0,3.8,1.1,10.2,100,2512,3377,75,89,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Oui
RE000646,2026-03-05,2026,3,Glasgow,UK,85092,Quartier residentiel,Penthouse,Loue,Ancien,1901,254,3,2,1,2070000,6000,3.5,8149.61,3.8,7.1,4.8,10.3,70,9463,2809,45,52,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Oui,Oui
RE000647,2023-06-26,2023,6,Sharjah,UAE,45638,Centre,Appartement,En construction,Neuf,1900,62,4,3,1,333000,0,0.0,5370.97,4.2,1.0,1.3,10.5,98,6443,4177,55,29,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000648,2024-03-16,2024,3,Singapore,Singapore,17338,Est,Maison,A vendre,Bon etat,1909,230,8,7,5,1833000,0,0.0,7969.57,4.0,4.4,5.4,11.5,91,6836,1226,36,67,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Oui,Non
RE000649,2024-12-09,2024,12,Edinburgh,UK,88490,Est,Duplex,Loue,Tres bon etat,2013,163,3,2,2,809000,3400,5.0,4963.19,-1.1,1.5,1.1,10.2,97,8162,3934,79,26,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Oui,Non
RE000650,2025-11-16,2025,11,Hong Kong,China,44445,Peripherie,Studio,A vendre,Tres bon etat,1958,70,1,1,1,435000,0,0.0,6214.29,0.2,5.9,1.9,6.1,75,1881,3877,40,79,Offre > Demande,Non,Fibre 1Gbps,Oui,Oui,Loin (plus 15 min),Oui,Oui
RE000651,2021-10-31,2021,10,Paris,France,59785,Peripherie,Studio,Vendu,Ancien,2005,128,1,1,1,347000,0,0.0,2710.94,2.0,3.1,1.6,5.0,54,9032,2480,69,53,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE000652,2023-04-19,2023,4,Sharjah,UAE,15636,Peripherie,Duplex,A louer,A renover,1930,221,5,4,1,869000,5200,7.2,3932.13,0.8,4.5,5.6,11.1,97,8286,4255,51,43,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE000653,2026-01-05,2026,1,Los Angeles,USA,23413,Sud,Loft,Vendu,Ancien,1973,1263,7,6,2,7675000,0,0.0,6076.8,3.1,5.0,2.2,6.8,64,8936,2040,44,85,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Oui,Non
RE000654,2022-07-26,2022,7,Sydney,Australia,68935,Centre,Bureau,Loue,A renover,1969,769,10,0,1,2756000,18300,8.0,3583.88,1.2,5.8,3.0,11.4,65,6736,4295,48,21,Demande > Offre,Non,ADSL,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000655,2021-12-01,2021,12,Los Angeles,USA,39348,Ouest,Penthouse,Vendu,A renover,2026,322,4,3,1,1664000,0,0.0,5167.7,4.9,7.5,4.4,6.6,59,1293,4333,52,29,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Oui,Non
RE000656,2022-08-21,2022,8,Sheffield,UK,91715,Est,Local Commercial,Vendu,Neuf,1916,66,3,0,1,609000,0,0.0,9227.27,2.8,2.2,5.2,6.9,96,9901,2104,94,57,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Oui
RE000657,2020-12-10,2020,12,Dallas,USA,55453,Quartier d'affaires,Local Commercial,Loue,Neuf,2023,569,8,0,1,2490000,15800,7.6,4376.1,-0.4,4.6,3.2,7.3,84,3159,264,87,55,Demande > Offre,Oui,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Non
RE000658,2025-07-20,2025,7,Vancouver,Canada,79756,Quartier d'affaires,Duplex,En construction,A renover,1973,357,4,3,3,1706000,0,0.0,4778.71,3.9,1.5,3.6,4.8,97,725,4409,70,87,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Oui,Oui
RE000659,2024-02-19,2024,2,Toulouse,France,45301,Centre,Penthouse,Vendu,Ancien,1993,343,6,5,4,2130000,0,0.0,6209.91,-1.8,1.4,2.4,7.9,99,5713,3118,64,52,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Oui
RE000660,2021-07-28,2021,7,Birmingham,UK,90135,Est,Villa,En construction,Tres bon etat,2021,406,4,3,3,1927000,0,0.0,4746.31,3.5,6.7,2.1,11.5,84,9481,894,73,71,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Non,Oui
RE000661,2025-12-23,2025,12,Manchester,UK,73347,Nord,Penthouse,En construction,A renover,1921,249,4,3,3,1184000,0,0.0,4755.02,0.4,5.1,4.4,3.9,82,1840,4636,80,67,Demande > Offre,Oui,ADSL,Oui,Non,Loin (plus 15 min),Non,Non
RE000662,2026-04-07,2026,4,London,UK,12048,Ouest,Bureau,A louer,Bon etat,2005,746,5,0,1,3604000,13600,4.5,4831.1,2.4,7.1,5.5,10.4,54,1954,3992,91,41,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Non,Oui
RE000663,2023-01-07,2023,1,Marseille,France,21273,Ouest,Studio,Vendu,Bon etat,1911,120,1,1,1,335000,0,0.0,2791.67,0.3,1.3,4.6,6.3,63,6972,3948,42,50,Offre > Demande,Non,Sans fil,Non,Non,Proche (moins 5 min),Oui,Non
RE000664,2021-09-05,2021,9,Strasbourg,France,47156,Peripherie,Appartement,En construction,Ancien,1949,110,2,1,1,353000,0,0.0,3209.09,2.1,4.0,1.3,9.6,58,7931,105,64,66,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000665,2023-09-17,2023,9,Tokyo,Japan,66118,Quartier residentiel,Appartement,En construction,A renover,2001,103,5,4,4,287000,0,0.0,2786.41,-0.8,4.2,2.7,6.0,97,4681,4484,73,74,Offre > Demande,Non,ADSL,Non,Non,Proche (moins 5 min),Oui,Non
RE000666,2021-05-01,2021,5,Nantes,France,66112,Ouest,Appartement,Vendu,Tres bon etat,1905,54,1,1,1,240000,0,0.0,4444.44,2.5,2.2,5.8,4.2,57,5440,2649,38,46,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Oui
RE000667,2024-10-09,2024,10,Tokyo,Japan,33874,Peripherie,Loft,En construction,Ancien,1949,821,5,4,4,5495000,0,0.0,6693.06,1.5,6.9,6.0,5.0,78,7326,2447,82,39,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Oui,Non
RE000668,2023-03-25,2023,3,Houston,USA,19121,Sud,Villa,A louer,Tres bon etat,1994,442,7,6,1,3048000,9200,3.6,6895.93,2.2,7.1,4.2,8.6,89,1617,533,78,21,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Non,Non
RE000669,2021-10-17,2021,10,Houston,USA,82449,Quartier d'affaires,Penthouse,A vendre,Ancien,1951,156,4,3,2,1033000,0,0.0,6621.79,-0.7,3.1,3.3,5.3,73,9308,2226,91,37,Demande > Offre,Oui,Sans fil,Oui,Oui,Moyen (5-15 min),Oui,Oui
RE000670,2025-09-23,2025,9,Cardiff,UK,60123,Sud,Maison,A vendre,A renover,1991,280,3,2,1,721000,0,0.0,2575.0,1.2,2.1,3.2,9.5,63,9348,4822,53,23,Demande > Offre,Non,ADSL,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000671,2024-08-14,2024,8,New York,USA,23213,Quartier residentiel,Penthouse,En construction,Ancien,1930,318,3,2,2,3859000,0,0.0,12135.22,0.3,3.2,5.8,10.1,84,3429,2673,69,54,Demande > Offre,Non,Sans fil,Oui,Non,Loin (plus 15 min),Non,Non
RE000672,2022-06-15,2022,6,New York,USA,61522,Est,Studio,En construction,Bon etat,1933,25,1,1,1,144000,0,0.0,5760.0,2.3,5.9,1.9,7.0,87,7289,72,53,42,Demande > Offre,Non,Sans fil,Oui,Oui,Proche (moins 5 min),Non,Oui
RE000673,2025-04-03,2025,4,Singapore,Singapore,75234,Peripherie,Studio,En construction,Ancien,1917,145,1,1,1,661000,0,0.0,4558.62,-1.1,0.7,4.4,11.7,58,6068,3303,36,90,Offre > Demande,Non,Fibre 500Mbps,Oui,Oui,Proche (moins 5 min),Non,Non
RE000674,2025-03-22,2025,3,Singapore,Singapore,75989,Quartier d'affaires,Penthouse,En construction,Bon etat,1994,325,4,3,3,3313000,0,0.0,10193.85,1.7,7.4,5.0,11.3,100,762,1704,32,55,Offre > Demande,Non,ADSL,Oui,Non,Loin (plus 15 min),Oui,Non
RE000675,2021-03-24,2021,3,Cardiff,UK,18704,Ouest,Villa,A vendre,Neuf,2015,187,8,7,5,1347000,0,0.0,7203.21,-0.8,7.5,5.7,9.7,92,493,807,68,45,Demande > Offre,Non,Sans fil,Non,Non,Loin (plus 15 min),Oui,Oui
RE000676,2022-03-15,2022,3,Paris,France,85569,Quartier residentiel,Bureau,Loue,Ancien,1987,134,4,0,1,581000,3800,7.8,4335.82,-1.0,0.9,1.8,4.4,63,2678,1017,88,72,Demande > Offre,Oui,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000677,2021-04-19,2021,4,Montpellier,France,60145,Quartier residentiel,Maison,A vendre,Ancien,1915,146,4,3,1,570000,0,0.0,3904.11,2.6,7.4,4.8,11.4,62,3607,353,67,44,Demande > Offre,Non,Sans fil,Non,Non,Moyen (5-15 min),Oui,Oui
RE000678,2022-01-02,2022,1,Cardiff,UK,95278,Est,Local Commercial,A louer,Bon etat,1997,156,3,0,1,613000,2250,4.4,3929.49,3.5,5.6,4.1,4.3,71,243,4772,71,37,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Oui,Oui
RE000679,2022-03-04,2022,3,Leeds,UK,55871,Quartier residentiel,Maison,A louer,Neuf,1983,494,8,7,5,2684000,13050,5.8,5433.2,0.4,6.3,3.9,10.4,99,1692,1924,88,35,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Non,Non
RE000680,2026-03-01,2026,3,London,UK,80731,Ouest,Duplex,Vendu,Neuf,2008,237,4,3,1,2801000,0,0.0,11818.57,3.4,0.7,6.0,11.4,77,2117,3014,50,81,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Oui,Oui
RE000681,2020-09-08,2020,9,Edinburgh,UK,21190,Quartier residentiel,Duplex,A louer,Tres bon etat,1929,382,3,2,2,2715000,12800,5.7,7107.33,4.6,1.3,2.6,11.6,60,224,1867,66,24,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE000682,2024-07-19,2024,7,Abu Dhabi,UAE,83980,Quartier d'affaires,Penthouse,En construction,A renover,1947,258,5,4,1,2006000,0,0.0,7775.19,0.6,3.7,1.9,5.2,80,1843,1171,62,79,Offre > Demande,Non,Sans fil,Oui,Oui,Proche (moins 5 min),Oui,Oui
RE000683,2025-10-07,2025,10,Montpellier,France,15076,Sud,Appartement,Loue,A renover,1912,125,5,4,2,308000,2000,7.8,2464.0,1.4,3.7,1.2,3.1,56,6100,3718,43,38,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE000684,2020-12-11,2020,12,Chicago,USA,76632,Centre,Duplex,A louer,A renover,1906,311,3,2,1,1429000,9350,7.9,4594.86,3.7,2.7,5.8,11.6,81,5019,1684,81,42,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE000685,2022-01-14,2022,1,Birmingham,UK,79689,Ouest,Bureau,Loue,Bon etat,1976,486,7,0,1,1127000,3400,3.6,2318.93,-2.0,2.0,4.4,10.8,62,6695,1332,86,52,Demande > Offre,Oui,Sans fil,Non,Non,Moyen (5-15 min),Oui,Oui
RE000686,2023-12-17,2023,12,Melbourne,Australia,18398,Sud,Villa,Vendu,Neuf,1904,438,6,5,1,5176000,0,0.0,11817.35,0.2,3.0,3.9,9.8,100,2008,464,87,82,Demande > Offre,Oui,Sans fil,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000687,2022-12-11,2022,12,Melbourne,Australia,40926,Peripherie,Entrepot,Vendu,Neuf,1973,1750,5,0,1,7223000,0,0.0,4127.43,-1.5,6.4,1.2,8.5,82,720,4880,68,83,Offre > Demande,Non,Sans fil,Non,Non,Loin (plus 15 min),Oui,Oui
RE000688,2022-03-24,2022,3,Cardiff,UK,87374,Quartier d'affaires,Maison,Vendu,Ancien,1977,496,6,5,4,1387000,0,0.0,2796.37,4.7,1.6,3.4,11.6,81,7962,4727,64,51,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Non,Oui
RE000689,2022-05-13,2022,5,Sharjah,UAE,97783,Est,Entrepot,A vendre,A renover,1978,1364,2,0,1,2163000,0,0.0,1585.78,-0.2,7.1,5.2,11.6,58,531,1805,89,26,Demande > Offre,Oui,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Non
RE000690,2020-08-12,2020,8,New York,USA,96606,Centre,Loft,En construction,Bon etat,1930,394,9,8,2,3931000,0,0.0,9977.16,4.2,6.4,3.2,4.3,57,1468,3690,32,88,Offre > Demande,Non,ADSL,Oui,Non,Proche (moins 5 min),Non,Non
RE000691,2023-05-30,2023,5,Hong Kong,China,28119,Nord,Maison,En construction,A renover,1973,311,5,4,2,1510000,0,0.0,4855.31,1.8,1.0,1.1,7.9,76,7871,2673,90,31,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Oui,Non
RE000692,2024-07-09,2024,7,Nantes,France,94928,Peripherie,Villa,En construction,Tres bon etat,1934,341,6,5,5,2826000,0,0.0,8287.39,1.5,4.0,4.8,8.2,92,7917,459,64,25,Demande > Offre,Non,ADSL,Oui,Non,Loin (plus 15 min),Oui,Non
RE000693,2020-12-28,2020,12,Melbourne,Australia,65511,Peripherie,Penthouse,A louer,Ancien,2015,259,3,2,2,1359000,5000,4.4,5247.1,4.3,5.7,3.8,6.0,74,5900,926,88,70,Demande > Offre,Oui,Fibre 500Mbps,Non,Oui,Loin (plus 15 min),Non,Non
RE000694,2024-03-21,2024,3,Glasgow,UK,81669,Sud,Loft,En construction,A renover,1934,1452,7,6,1,4621000,0,0.0,3182.51,-1.9,4.7,1.5,4.3,72,9602,2041,82,55,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE000695,2025-12-29,2025,12,Liverpool,UK,79822,Sud,Entrepot,Loue,Bon etat,1917,284,7,0,1,916000,6050,7.9,3225.35,3.3,3.8,3.9,6.8,89,1138,780,68,29,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE000696,2021-10-30,2021,10,Houston,USA,63396,Peripherie,Studio,A vendre,A renover,1992,74,1,1,1,104000,0,0.0,1405.41,-1.7,2.4,3.8,3.8,71,459,1406,76,55,Demande > Offre,Non,ADSL,Non,Oui,Moyen (5-15 min),Oui,Oui
RE000697,2024-10-22,2024,10,London,UK,95234,Centre,Studio,Loue,Ancien,1903,94,1,1,1,428000,1200,3.4,4553.19,3.3,4.1,5.6,9.7,99,8550,1088,63,88,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000698,2023-01-17,2023,1,Nantes,France,68045,Est,Duplex,En construction,Bon etat,2007,344,3,2,1,1228000,0,0.0,3569.77,0.6,2.5,3.1,9.0,89,4179,4815,80,90,Offre > Demande,Oui,Sans fil,Non,Non,Loin (plus 15 min),Non,Non
RE000699,2021-01-04,2021,1,London,UK,54601,Est,Penthouse,A louer,Ancien,1915,355,3,2,1,5135000,27400,6.4,14464.79,-1.6,5.7,3.4,6.3,94,6350,414,74,34,Demande > Offre,Non,Fibre 1Gbps,Non,Oui,Moyen (5-15 min),Oui,Oui
RE000700,2026-01-11,2026,1,Tokyo,Japan,61758,Sud,Duplex,A vendre,Tres bon etat,2024,240,4,3,2,1578000,0,0.0,6575.0,0.6,0.9,3.4,3.4,88,9478,2516,47,58,Offre > Demande,Non,ADSL,Oui,Non,Proche (moins 5 min),Non,Non
RE000701,2024-03-16,2024,3,San Diego,USA,82974,Quartier residentiel,Duplex,Vendu,A renover,1941,334,6,5,1,1078000,0,0.0,3227.54,4.5,2.9,5.3,7.4,78,5669,4453,33,77,Offre > Demande,Non,ADSL,Non,Non,Proche (moins 5 min),Oui,Oui
RE000702,2024-10-07,2024,10,Bordeaux,France,41787,Ouest,Loft,A louer,Tres bon etat,2000,1836,7,6,4,9770000,38100,4.7,5321.35,0.0,1.3,4.2,8.4,72,3850,489,31,74,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000703,2023-04-19,2023,4,Los Angeles,USA,69234,Quartier residentiel,Bureau,A louer,A renover,1939,760,8,0,1,3559000,18000,6.1,4682.89,0.7,1.3,1.9,9.4,56,1612,3101,94,52,Demande > Offre,Oui,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000704,2025-04-27,2025,4,Melbourne,Australia,77668,Quartier residentiel,Bureau,A louer,Ancien,2026,778,8,0,1,1947000,5500,3.4,2502.57,2.0,7.1,2.8,11.4,50,4576,3704,47,72,Offre > Demande,Non,ADSL,Oui,Non,Loin (plus 15 min),Non,Oui
RE000705,2021-08-26,2021,8,Montpellier,France,31577,Centre,Studio,Vendu,A renover,1994,84,1,1,1,113000,0,0.0,1345.24,2.1,3.4,4.8,3.4,85,5840,1432,77,53,Demande > Offre,Non,Fibre 500Mbps,Non,Oui,Proche (moins 5 min),Oui,Non
RE000706,2022-11-03,2022,11,Leeds,UK,45173,Centre,Appartement,Vendu,Bon etat,1983,129,3,2,2,393000,0,0.0,3046.51,-1.0,2.0,5.4,4.0,62,2625,3715,66,88,Offre > Demande,Non,Sans fil,Oui,Non,Moyen (5-15 min),Non,Oui
RE000707,2022-09-21,2022,9,Dallas,USA,94549,Nord,Bureau,En construction,Ancien,1924,223,1,0,1,670000,0,0.0,3004.48,-1.5,4.1,4.6,8.9,53,1202,3220,61,25,Demande > Offre,Non,ADSL,Non,Non,Loin (plus 15 min),Oui,Oui
RE000708,2024-05-02,2024,5,Toronto,Canada,40086,Ouest,Local Commercial,A louer,Ancien,1934,565,3,0,1,3375000,11650,4.1,5973.45,0.1,0.8,5.6,9.3,90,1801,4266,38,70,Offre > Demande,Non,Sans fil,Non,Non,Loin (plus 15 min),Non,Oui
RE000709,2024-10-06,2024,10,Birmingham,UK,32577,Est,Loft,A vendre,A renover,1933,720,6,5,3,2140000,0,0.0,2972.22,1.7,3.2,1.3,8.4,63,7478,4575,43,21,Demande > Offre,Non,ADSL,Oui,Non,Loin (plus 15 min),Oui,Oui
RE000710,2026-01-07,2026,1,Cardiff,UK,75842,Est,Local Commercial,Loue,Ancien,1972,445,10,0,1,2148000,10100,5.6,4826.97,3.4,7.1,4.8,8.4,69,5252,3992,47,81,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Non
RE000711,2024-03-23,2024,3,Phoenix,USA,14774,Peripherie,Entrepot,A louer,Bon etat,1990,1306,7,0,1,3011000,18900,7.5,2305.51,3.8,5.4,4.0,4.5,65,4003,4703,43,39,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Non,Oui
RE000712,2026-05-09,2026,5,Houston,USA,32597,Centre,Entrepot,A vendre,Tres bon etat,1921,1340,4,0,1,4446000,0,0.0,3317.91,-0.7,1.8,1.0,3.6,83,6423,3829,85,68,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Non
RE000713,2021-05-13,2021,5,Paris,France,81793,Peripherie,Loft,Vendu,Neuf,2001,587,6,5,4,4770000,0,0.0,8126.06,4.3,2.7,2.6,5.2,55,9760,4230,36,81,Offre > Demande,Non,ADSL,Non,Non,Loin (plus 15 min),Oui,Oui
RE000714,2023-07-13,2023,7,Austin,USA,63564,Ouest,Maison,Loue,Neuf,1993,97,3,2,1,575000,2400,5.0,5927.84,-0.7,3.3,5.1,11.5,97,9739,3156,86,29,Demande > Offre,Oui,ADSL,Oui,Non,Loin (plus 15 min),Oui,Non
RE000715,2024-11-07,2024,11,Glasgow,UK,65323,Est,Maison,Vendu,Bon etat,2017,117,3,2,2,407000,0,0.0,3478.63,2.9,7.2,5.7,11.9,50,7423,4487,71,32,Demande > Offre,Non,Sans fil,Non,Non,Loin (plus 15 min),Non,Oui
RE000716,2025-11-11,2025,11,Vancouver,Canada,11971,Ouest,Local Commercial,A louer,Ancien,1953,249,7,0,1,1586000,4900,3.7,6369.48,1.7,4.8,4.1,4.4,88,7622,176,59,89,Offre > Demande,Non,Sans fil,Oui,Non,Moyen (5-15 min),Non,Oui
RE000717,2024-01-31,2024,1,Lyon,France,58627,Quartier residentiel,Villa,Loue,A renover,1972,265,6,5,1,1090000,5400,5.9,4113.21,-1.1,7.6,1.7,10.9,98,5973,3773,53,68,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Oui,Non
RE000718,2021-07-24,2021,7,Nice,France,70422,Ouest,Penthouse,Loue,A renover,1958,280,5,4,1,1728000,4950,3.4,6171.43,3.2,4.2,2.9,4.7,54,1682,4488,48,55,Offre > Demande,Non,Fibre 1Gbps,Non,Oui,Moyen (5-15 min),Non,Oui
RE000719,2021-10-28,2021,10,Lille,France,89057,Quartier d'affaires,Penthouse,Vendu,Bon etat,1906,281,3,2,2,2258000,0,0.0,8035.59,3.8,3.1,2.5,7.4,52,5325,3614,94,36,Demande > Offre,Oui,Fibre 1Gbps,Oui,Oui,Moyen (5-15 min),Non,Oui
RE000720,2026-06-11,2026,6,Lyon,France,16524,Peripherie,Duplex,A vendre,Bon etat,1952,192,8,7,3,1122000,0,0.0,5843.75,-1.0,6.9,3.4,4.6,60,9274,2737,65,20,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000721,2022-12-08,2022,12,Edinburgh,UK,41505,Peripherie,Villa,Vendu,Ancien,2020,294,3,2,2,987000,0,0.0,3357.14,3.5,7.6,4.2,9.8,53,1598,1001,77,20,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Oui,Non
RE000722,2022-01-31,2022,1,Sheffield,UK,20599,Centre,Penthouse,A louer,Ancien,2005,208,6,5,1,960000,2550,3.2,4615.38,-1.5,3.7,2.6,3.1,80,4301,759,94,59,Demande > Offre,Oui,ADSL,Non,Oui,Loin (plus 15 min),Oui,Non
RE000723,2024-08-19,2024,8,Melbourne,Australia,82788,Sud,Duplex,Loue,Bon etat,1932,256,4,3,3,1755000,7400,5.1,6855.47,3.1,7.7,5.0,7.6,59,7868,1706,69,88,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Oui,Oui
RE000724,2022-11-22,2022,11,Manchester,UK,15951,Nord,Penthouse,A vendre,Tres bon etat,1987,348,6,5,2,2402000,0,0.0,6902.3,4.8,6.4,4.6,6.9,83,4064,2813,49,73,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Non,Oui
RE000725,2024-10-24,2024,10,Edinburgh,UK,35396,Sud,Loft,A louer,Bon etat,1970,813,9,8,4,3247000,11200,4.1,3993.85,4.4,6.5,4.2,10.6,75,2359,4475,36,62,Offre > Demande,Non,ADSL,Oui,Non,Moyen (5-15 min),Non,Non
RE000726,2020-07-24,2020,7,Liverpool,UK,57199,Quartier d'affaires,Entrepot,Loue,Bon etat,1910,887,6,0,1,2642000,12800,5.8,2978.58,3.1,0.6,1.2,11.4,99,5417,927,35,83,Offre > Demande,Non,ADSL,Oui,Non,Loin (plus 15 min),Oui,Oui
RE000727,2021-02-12,2021,2,Nantes,France,23122,Quartier d'affaires,Local Commercial,A louer,Neuf,1976,447,2,0,1,2894000,10800,4.5,6474.27,4.6,5.6,1.3,9.3,60,489,3376,77,49,Demande > Offre,Oui,ADSL,Non,Non,Loin (plus 15 min),Oui,Oui
RE000728,2020-01-03,2020,1,Nantes,France,97406,Nord,Villa,A vendre,Neuf,2011,304,5,4,3,1848000,0,0.0,6078.95,3.7,7.4,1.4,4.0,63,3099,2892,63,76,Offre > Demande,Non,ADSL,Oui,Non,Moyen (5-15 min),Non,Oui
RE000729,2025-07-09,2025,7,Strasbourg,France,68057,Sud,Villa,En construction,Bon etat,1906,317,7,6,5,2402000,0,0.0,7577.29,4.4,5.5,5.1,3.4,75,4816,1821,68,21,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Non,Non
RE000730,2021-05-31,2021,5,Marseille,France,38116,Quartier residentiel,Appartement,En construction,Neuf,1908,149,5,4,3,748000,0,0.0,5020.13,-1.3,2.2,4.3,10.9,89,2955,4518,75,64,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Oui,Non
